Anomaly,Count
Other In-Flight Engine Shutdown,1
Other Right engine failure.,1
Other Engines Slow To Accelerator,1
Other Minimum Altitude Violation,1
Other Loss Of Primary Flt Instruments,1
Other ENGINE FLAMEOUTS,1
Other Dead Stick Emer Lndg,1
Other Flaps Failed To Extend,1
Other Left Engine Failure,1
Other Dead Stick Lndg,1
Other Oil Loss,1
Other inflight eng shut down,1
Other Loss of Canopy,1
Other Tail Cone Overheat,1
Other Min Fuel Declarations,1
Other Illegal Sign Off in Logbook,1
Other RTO for door wng lite.,1
Other APCH Installation Problem,1
Other #1 Eng Fire Warning,1
Other Landed Short of RWY,1
Other Comm Prob with F/A's And Pax With O2 Mask On,1
Other Off rwy forced lndg.,1
Other Missing External Door,1
Other Plt Intimidation,1
Other Inop flag,1
Other Company FMC Database,1
Other Back up NAV & ATT System Failure,1
Other Company Coercion,1
Other Near Forced Lndg,1
Other INFLT Engine Shutdown,1
Other Environment Noise Level,1
Other High Tailcone TEMP,1
Other NORAC Taxi Traffic,1
Other Fuel Draining on TKOF,1
Other Wing Skin Crack,1
Other Propstrike,1
Other FLC Disagreement On Cockpit Indic,1
Other High Density Alt,1
Other Loss of RVSM Capability,1
Other Inappropriate Deferral,1
Other Loss Of Tool In Fuel Tank,1
Other Punctured Cowling,1
Other Electrical Power Loss,1
Other High ITT Indications,1
Other Wrong RWY Approach,1
Other Flap Mechanism,1
Other Flight Crew / Dispatch Relationship,1
Other Unknown source of VFR xponder code in DCADIZ.,1
Other Improper push procs. Acft parking spaces.,1
Other On gnd fueling with eng running.,1
Other Inappropriate ATC Lcl Ctlr Commentary,1
Other Improper fuel distribution,1
Other Inflt eng shutdown,1
Other Excess Fuel Boarded,1
Other High Speed Abort,1
Other TCAS Display Prob,1
Other Omproper Maint Release,1
Other False Fire Indications,1
Other Unclear MEL Procedure,1
Other Approach on ILS Notamed OOS,1
Other Nose Wheel Vibration,1
Other Faulty Fuel Quantity Gauge,1
Other Premature Gear Retraction,1
Other Suspected Magnetic Anomoly At MDW,1
Other Landed On Closed Airport,1
Other Battery Circuit Breaker Popped,1
Other Lost With Low Fuel,1
Other EMERG. DESCENT,1
Other AUTOPILOT TRIM PITCH OVER,1
Other FAULT ON #2GEN & #2BUS UNPOWERED,1
Other Unmodified Rudder Sling,1
Other Multiple Tasking,1
Other Lost Skin Panel,1
Other Compressor Stalls Engine Shutdown,1
Other Engine Oil Leak Engine Shutdown,1
Other Overtemperature During Start,1
Other Canopy Lock Failure,1
Other Descended below GS due to failure of Flt Director.,1
Other Erratic Oil Press. Indications,1
Other PreFlight Error,1
Other Loss of Oil Quantity,1
Other Right Engine Failed,1
Other FMS Initialization,1
Other PREDICTIVE WIND SHEAR WARNING,1
Other Inappropriate Published Procedures,1
Acft Ops Manual,1
Other UNSAFE LANDING GEAR AND BRAKE INDICATOR,1
Other Engine Not Shutdown,1
Other High Brake Temperature,1
Other Brake System Failed,1
Other One Engine Not Running for Engine Out Practice,1
Other Flc Confrontation,1
Other Non Structural Panel Fell Off Fuelage,1
Other Long - Downwind Lndg.,1
Other Tech Not Qualified,1
Other Unexpected Gnd Movement,1
Other Jet Blast Hazard,1
Other Exterior Panel Ejected on Cimb Out.,1
Other Unidentified Metal Piece in Reverser Cowl,1
Other After Landing Fuel Exhaustion,1
Other Locked Brake on Landing,1
Other Right of Way Violation,1
Other No Brake On/Acft Moved,1
Other Transponder Failure In DCA ADIZ,1
Other Fuel Transfer Pump Failure. Low Fuel.,1
Other Engine Compressor Stall,1
Other Premature Rotation,1
Other Ground Steering Control Failed,1
Other Foreign Object Found in Airplane,1
Other Loss of Nav Radio,1
Other A/P Uncommanded Diversion From LNAV to Control Wheel Steering/Pitch,1
Other Jack Pad Not Removed,1
Other Engine Flame Out in NMAC Turbulance,1
Other Yaw Dampener Uncommanded Inputs,1
Other Landing Gear Collapsed on Landing,1
Other Electrical System ETOPS Non-Compliance,1
Other Compressor Stall Engine Shutdown,1
Other Loss of Engine Oil,1
Other Outer Pane Cockpit Window Failure,1
Other Lost Eng Ops,1
Other 1 & 4 Engs Went To Idle,1
Other Low Noises Rpts By Twr,1
Other Delayed Or NonResponsive To ECAM Warning,1
Other Post Maint Inspection by FAA,1
Other Ovwt Lndg,1
Other Traffic Delay - TSTM,1
Other Eng Surge- Pwr Loss on Tkof,1
Other A/C Switch Pos,1
Placement Deacticaton,1
Other Engine Tail Pipe Fire,1
Other Acft Not Pressurized,1
Other TKOF Warning Horn Ignored,1
Other Loss of cabin press.,1
Other Mis Set Altimeter,1
Other No Flap Lndg,1
Other Precautionary IFSD,1
Other Slow Rate of Descent,1
Other No Acft Systems Training,1
Other Left Acft With Engine Operating,1
Other Weak Com1 Transceiver,1
Other VHF Transmit Failure,1
Other Complete Electrical System Failure,1
Other Maint Release Prob,1
Other Illegal Air Amb Operation,1
Other Electrical System Failure,1
Other Propeller AutoFeather on Tkof,1
Other Landing Gear Safe Down Lock Indication Missing,1
Other No Ferry Permit,1
Other Rwy Length Req.,1
Other Tail Dragger Nose Over,1
Other Engine Siezed,1
Other Partial Flap Landing,1
Other Stuck Throttle,1
Other Trling Edge Flap Limitations,1
Other Ramp Check,1
Other TKOF Delay,1
Other Inaccurate Aero Chart,1
Other Hydraulic System Loss,1
Other Power Loss Rough Running Engine,1
Other Capt/ FO Navigation Displays Failed,1
Other Depressurized,1
Other Engine Failure Compressor Damage,1
Other Cracked Captain's Windshield,1
Other Engine Driven Generator Failure,1
Other Rapid Depressurization Door Seal Failure,1
Other Transponder Indicated a Climb During Descent,1
Other Loss Of Oil,1
Other Descent Below G/S,1
Other Engine Stopped Then Restarted,1
Other Pitot Tube Cover Melted to Pilot Tube,1
Other Nose Gear Failure,1
Other Altimeter Press Incorrectly Set,1
Other Primary Elec Prob,1
Other Improper Cleaning Proc,1
Other Yaw,1
Noise,1
Vibration,1
Other 14th Stage Engine Bleed Air Leak,1
Other Nose Landing Gear Unsafe Up And Down,1
Other Nose Gear Not Indicating Down And Locked,1
Other Gradual Decompression,1
Other Engine Reverser Failure,1
Other Rodent Infestation,1
Other Confusion On Cleared Alt Relayed By Comm Radio,1
Other Noise In Cockpit,1
Other Fan Blade Damage,1
Other Landing Gear Circuit Breaker Unit,1
Other Inadvertant Switch Activation,1
Other Cockpit Noise,1
Other Nose Gear Door Valve,1
Other Radio Volume Turned Down,1
Other Oil Pressure Indicator CB Popped,1
Other Complete Electrical Failure,1
Lost Com,1
Other Nose Gear Indication Problem,1
Other Diversion-False Warning,1
Other Power Problem On #2 Engine,1
Other Gnd Service,1
Other Freq Chg Delayed,1
Other EQ Design Prob,1
Other PACK OVERHEAT,1
Other PROX OF MOUNTAIN,1
Other No Fly By Due To Wx,1
Other ACARS Frequency Selection,1
Other Engine Failue Due To Fuel Pump Failure,1
Other Partial Radio Com Failure,1
Other False ILS Glide Scope Captured,1
Other Mode Control Panel (MCP) Anomaly,1
Other Slat Assymetry,1
Other Fuel Balance,1
Other Uncooperative Maint,1
Other 1 MAIN LANDING GEAR UNSAFE,1
Other FMC Database Anomaly,1
Other Loss of Gnd Power,1
Other Jammed Flaps,1
Other Cockpit Window Seal Failure,1
Other Engine Fuel Leak,1
Other Broken Duct Clamp,1
Other Hydraulic Filter Leak,1
Other Anti-Ice Ducting OVHT,1
Other Stall Warning On Tkof,1
Other FMGEC Programming,1
Other Engine Cowl Anti Ice Failure,1
Other Aparrent Fuel Leak,1
Other Equipment Cooling Vent Valve Failed,1
Other Ground Steering Failure,1
Other Pressurization Uncontrollable,1
Other Inappropriate Dispatch With MEL,1
Other Incorrect Weight Manifest,1
Other Undesired Climb Due To Iced Up Pitot/Static System,1
Other Inappropriate Security Seal Application,1
Other Unmonitored Fueling Procedure,1
Other Failed To Extend Landing Gear In A Timely Fashion,1
Other Loss Of All Fuel Quantity Display,1
Other Low Fuel Status,1
Other High Speed Rejected Take Off,1
Other Circuit Breaker Reset,1
Other Loss Of Engine Oil Due To Cracked Tank,1
Other Map Confusion,1
Other FO's Windshield Shattered,1
Other Inadvertent Autoplt Turn Activation,1
Other Pressurization Loss Emergency Descent,1
Other Loss Of Oil Quantity Due To Oil Seal Failure,1
Other Improper Refueling System Operation,1
Other Aft Cargo Smoke,1
Other Pressurization Failure,1
Other Hydraulic Fluid Loss,1
Other Tkof On Inadequate Rwy,1
Other Vibration On Tkof,1
Other No Flap/No Slat Landing,1
Other Multiple Equip Failures,1
Other Fuel Cap Lost In Flight,1
Other Fuel Starvation- Off Field Landing,1
Other Slats Failed in Retracted Position,1
Other Engine Compressor Stall & Flame Out,1
Other Undesired Brake Application,1
Other NDB Not Installed For Engine Out Procedure,1
Other Slats Failed To Extend/Flaps Only Landing,1
Other APU Gen Failed With Single Eng Gen,1
Engine Malfunction,1
Other Main Nose Gear Wheel Came Apart On Tkof,1
Other Dumping Fuel Without Advising ATC Correctly,1
Other Turbine Failure,1
Other Com With Wrong Tower,1
Other Failed Engine Start,1
Other Leading Edge Slat Asymmetry,1
Other Engine Cowling Separated In Flt,1
Other Inadvertent Switch Activation,1
Other Hydraulic Lear Caused Engine Fire,1
Other Pack Failure,1
Other Cowling Panel Separated At Touchdown On Runway,1
Other Excessive IRU Navigation Drift,1
Other Tape On Flt Ctls,1
Other Brake Failed,1
Other Erratic ILS Signal,1
Other Post Maintenance Test Flt,1
Other Complete Hydraulic System Failure,1
Other Horizontal Stabilizer Jammed,1
Other Engine Stopped On Short Final,1
Other Stall Warning System Failure,1
Other Hydraulic Pump Low Pressure Rudder Leak,1
Other Engine Failure Off Arpt Landing,1
Other Broken Tow Bar,1
Other Autoplt Pitchup At G/S Capture,1
Other Oil Quantity Loss And Eng Shutdown,1
Other Autoplt Annunciation,1
Other Off Arpt Landing Following Fuel Exhaustion,1
Other Intended Overweight Landing,1
Other Excessive Aileron Control Free PLay,1
Other Pitch Oscillation With 1 Second Periods,1
Other Eng Failed,1
Other Floowed Autoland Long Landing Flare,1
Other ADR 1 Failure - Caused A/D,1
A/T,1
Yaw Damp,1
Alt Law,1
Other Procedural Interpretation,1
Other FMC Anomaly,1
Other False Training Records,1
Other Exit Row Seating,1
Other FMGC Program,1
Other Fuel Burn Greater Than Planned,1
Other ECAM Fire Indication Not Displayed,1
Other No Fire Warning Siren,1
Other Wing Tank Fuel Exhaustion With Center Tank Fuel Available,1
Other Intermittent Autonomous Control Column Pitch Input,1
Other Uncommanded Roll And Pitch And Yaw,1
Other Loss Of Acft Pressure,1
Other Off Airport Forced Landing,1
Other Lack Of Elevator Authority,1
Other Inadequate Proc,1
Other Temporary EFIS Disruption,1
Other Transient Electrical Fault,1
Other Radio Tuning Unit Failure,1
Other Distraction Operation Electronic System,1
Other Non Standard Navigation,1
Other Landing Gear Retraction Failure,1
Other Com Probs,1
Other Oil Pressure Low,1
Other Poor Communication With Push Crew,1
Other Exceed MZFW,1
Other Tfc Delays,1
Other Ladder Ejected In Flt,1
Other Fire Warning Aural Alert System,1
Fuel Starvation,1
Other Compressor Stalls,1
Other MCDU Position Update Data Entry Error,1
Other Error In Following Emer Chklist,1
Other Flap Assymetry,1
Other Acft Rolled Over,1
Other Apparent FMS Nav Error,1
Other Tkof With CG Out Of Limits,1
Other 2 Tire Failures,1
Other Unsafe Operation,1
Other Safety Comment,1
Other Abrupt Stop,1
Other FMS Error,1
Other Com Headset Disloged By Oxygen Mask,1
Other Poor Troubleshoooting,1
Other False EGPWS Alert: Radio Altimeter Malfunction,1
Other Eng Flame Out,1
Other Center Of Gravity Out of Limits,1
Other ADIZ Entry,1
Other Blown Tires On Tkof,1
Other Head/Airspd Indicator Functions,1
Other Left Fuel Qty Gauge,1
Other Aileron Control Cable Disconnected,1
Other Gnd/Air Sensing Switch Failure,1
Other Composite Skin Structure Left Acft,1
Other Voltage Regulator Failure,1
Other Air Conditioning Duct Failure,1
Other Outflow Valve Malfunction,1
Other GPWS/RAAS Annunciation On Gnd,1
Other RAAS Interference,1
Other Pitot-Statically Powered Instrument Failures,1
Other Longitudinal Flt Ctl Failure,1
Other Longitudinal Trim Anomaly,1
Other Fuel Qty Error,1
Other Uncommanded Throttle Movement,1
Other Duel Eng Lose,1
Other Gear Retracted On Gnd,1
Other Loss Of Flt Instruments,1
Other Partial Trailing Edge Flap Separation,1
Other Slide 3L Deployed Inflt,1
Other Avionics Cooling Fan Failure,1
Other Smoke Alarm Activation,1
Other Single FMS Operation Acft MEL,1
Other Cabin Alt Exceedance,1
Other Throttle Control Failure,1
Other Transfer Bus Failure,1
Other Eng Bleed Air Valve Failed Closed,1
Other Hyd Sys Loss,1
Other Checklist Confusion,1
Other DePressurized,1
Other Poor Txwy Lighting,1
Other Autoplt Engaged On Taxi Out,1
Other Engine Bleed Valve Failed,1
Other Tools Left On Eng,1
Other Momentary Lock Of Elevator Pitch,1
Other Bleed Air Overheat,1
Other Wind Screen Failure,1
Other Cabin Pressurization Ctlr Malfunction,1
Other Fuel Quantity,1
Aural Warning Inop,1
Other Pax With No Seat Belt,1
Other Fuel Qty Indicating System Error,1
Other Viscous Fluid On Emer Exit Floor,1
Other Partial Powerloss,1
Other Poorly Trained Ramp Personnel,1
Other Tkof W/O Clrnc,1
Other Faulty Pushback,1
Other Exercised Command Authority,1
Other Nose Gear Collapse,1
Other Gyro Update,1
Other Incorrect FMS Programming,1
Other Acft Overweight,1
Other OFF FIELD LANDING,1
Other Landed at the Wrong Twr Ctled Arpt without Clrnc,1
Other Plt Complacency,1
Other delayed Radio Contact,1
Other Entered SFO Class B Without Clrnc,1
Other Class D Entry,1
Other DC ADIZ ATC/FSS COORD,1
Other Void Times and Freq Advisories,1
Other Plt Confused RJ for a M20P and Joined Up on Wrong Acft,1
Other Plt Did Not Obtain Discreet Transponder Code,1
Other Plt entered DC ADIZ Without Clrnc,1
Other ATC TFC Advisories,1
Other Entered DCADIZ Without Clrnc. Current Notam Not Given By FSS.,1
Other Entered DC ADIZ Without Clrnc,1
Other Plt Entered DC ADIZ Without Clrnc Discrete Xponder Code . Plt Did Not Declare Emer For Sick Pax.,1
Other Acft Unable To Stay In Protected Area Of A Hold,1
Other VFR In IMC,1
Icing Conditions. Entered DC ADIZ Without Clrnc.,1
Other Improperly Entered DC ADIZ,1
Other Plt Entered NY ADIZ Without Clrnc. Didn't Get Known Acft Problems Repaired.,1
Other Capt Crew Concept,1
Other Plt Intercepted by US Customs Heli.,1
Other Plt Didn't Know The Difference Between Class B and Adiz Airspacer.,1
Other Did Not Know Of NY ADIZ,1
Other Plt Had No Knowledge of NY ADIZ,1
Other Ctlr Staffing Notam Readability,1
Other VFR Flt Plan,1
Other Challenged NY ADIZ Violation,1
Other Multiple Flt Plan Submission,1
Other Night Visual,1
Other Unk VFR TFC in Area,1
Other Blundered into DC ADIZ and was intercepted by customs heli.,1
Other Plt Had Trouble Establishing Correct Com Freq With Atc,1
Other Penetrated DC ADIZ,1
Other GPS Set Wrong,1
Other Notams Not Checked,1
Other Freq. Cong,1
Other Flt Plan Not Filed,1
Other Lost Com Frequency,1
Other AIRSPACE BOUNDARY,1
Other NY ADIZ Entry,1
Other N90 Ctlr Staffing Not Adequated To Handle ADIZ Workload.,1
Other Pit Did Not Know Of Changed NYADIZ Area.,1
Other Entered NY ADIZ Without Clrnc.,1
Other Aerobatic Activity,1
Other Transponder Code,1
Other Xponder code,1
Other Jump Alerts,1
Other Plt Did Not Get FSS Briefing Or Notams,1
Other FSS Briefer in Error,1
Other Plt Bounced Between PXT and ZDC. The ZDC Ctlr Told Plt To Standby And That Was The Last Heard From ZDC.,1
Other FSS Gave Plt Wrong Information,1
Other Plt Was Vectored Over Dland TFR.,1
Other Plt Had No Knowledge of DC ADIZ,1
Other NY ADIZ Violation,1
Other P49.Violation,1
Other Winds Alof,1
Other Plt did not check Notams to learn of DC ADIZ.,1
Other Private Plt,1
not instrument rated,1
flying high performance multi-engine turbo prop.,1
Other Followed TFR Procedures Instead of DCADIZ Procs.,1
Other Multiple Cltrs Refused Com with plts.,1
Other TFR Presentation,1
Other FSS Briefer Did Not Give DC ADIZ Confines To Plt.,1
Other Atis Broadcast Prob,1
Other Police Helicopter Crew Demanded Plt Fly Into R-5101. Plt Of Helicopter Did Not Know Where Tfr Was,1
Other Acft Entered Washington ADIZ,1
Other Plt Using GPS To Avoid DC ADIZ,1
Other Qualification or Radar Observer.,1
Other Plt Entered TFR Airspace,1
Other PCT apch ctlr told plt to sqauwk 1200 while still in DC ADIZ airspace.,1
Other Acft Entered Cloed Airspace Over Disney,1
Other DCADIZ Violation,1
Other Plt did not get P49 TFR briefing because he told FSS briefer he was already familiar with it.,1
Other Arsenal 1 Dept Sid Has Acft Penetrate Restricted Area,1
Other Plt contacted PCT Dep On Wrong Freq,1
Other Acft  Performance,1
Other Plt Challenged Accusation,1
Other Plt Forgot To Turn Xponder On,1
Other Mil Mission,1
Other Xponder Useage In Adiz,1
Other TFR Info,1
Other FSS Did Not Give TFR Notam,1
Other Entered NYADIZ Without Clrnc Or Discrete Transponder Code,1
Other TFR Notam Not In Computer Database,1
Other Flt Intercepted,1
Other Ctl Sector Saturation,1
Other NOTAM Air Show,1
Other Possible ADIZ Violation,1
Other Squawked 1200 While Within DCADIZ,1
Other See And Avoid Concept,1
Other Ctl Wheel Failure,1
Other FOREIGN AIRSPACE INCURSION,1
Other Class B/ADIZ Clrnc Confusion,1
Other MIA TRANSITION ROUTE,1
Other ENTERED R-3110,1
Other Intercepted By Customs Kingair,1
Other Atc Declared Emer,1
Other ISTR SUPERVISION OF STUDENT,1
Other Mil Intercept Maneuver,1
Other Flt Vicinity Of Open Air Assembly,1
Other Plt Entered DWORLD TFR,1
Other CONFUSION WITH IFR RELEASE,1
Other Istr Plt Supervision Of Student,1
Other Altrev Operations,1
Other Capt Exited Class B,1
Other Preflt Planning,1
Other ADIZ Boundary,1
Other Oxygen Requirement,1
Other Crew Not Trained To Operate In RVSM Airspace,1
Other Plt Expected Handoff To A80 Tracon,1
Other PLT DISTR LOSS OF SA,1
Other FSS NOTAM DISEMINATION,1
Other Confused Position Rpting,1
Other WRONG SQUAWK,1
Other RADAR CONTACT LOST,1
Other NO FLT PLAN,1
Other ETA Not Updated,1
Other RADIO FAILURE DURING IFR FLT PLAN,1
Other MOA RESTRICTIONS AND OBLIGATIONS,1
Other UNAUTH TCH AND GO,1
Other Pop Up TFC,1
Other RVSM Airspace Clrnc Authorization,1
Other WRONG TRANSPONDER CODE IN ADIZ,1
Other UNCOORD DEP PROC,1
Other VFR TFC,1
Other PLT Discomfort,1
Other Controlled Firing Area Penetration,1
Other CTLR CHANGE,1
Other Xpander Code/POS,1
Other Restr From Over Water Flt,1
Other faulty intra agency coordination,1
Other Alt Read Out Prob,1
Other faulty ck list design,1
Other Error in AutolPlt Programming,1
Other Wrong arpt apch-lndg,1
Other Code & Freq Incorrect,1
Other Incorrect FSS Briefing,1
Other Inattention To Traffic Watch.,1
Other Angry Departure CTLR,1
Other Uncooperative Pct Ctlr.,1
Other Lost Position,1
Other Low Fuel Qty Indication,1
Other Xponder Code/ Mode C,1
Other Nav Tech Pilotage,1
Other Wrong Freq for ADIZ,1
Other False Loc Signal,1
Other Drop Zone,1
Other Vertigo Problem,1
Other Student Pilot Disoriented/Loss/NORDO,1
Other Airborne Intercept,1
Other ATC Equip Availability,1
Other Mgmnt Practices,1
Other ARTCC Radio Failure,1
Other Intra/Interfac Failure,1
Other FSS,1
Other Ocean21 Equip,1
Other FSS Ops,1
Other Wrong Direction Log,1
Other Routing Anomaly,1
Other NOTAM Not Briefed,1
Other Lost Situational Awareness,1
Other Nav Aid Prob,1
Other CRM LOSS,1
Other FREQ.CONGESTION,1
Other AIRSPACE DEVIATION,1
Other No Transponder,1
Other FAC Intercoord,1
Other Lost Disorientated,1
Other Engine Power Uncontrollable,1
Other MOA Accidental Entry,1
Other Interfacility Coord Equip Problem,1
Other Atis Prob (Alleged),1
Other Nav Prob,1
Other Disoreintation,1
Other Tech/ Nav,1
Other Enter Wrong Airport Traffic Pattern,1
Other 927,1
Other ATC Handling of Acft From Unctled Arpts -- Resulting In OD,1
Other IFR W/O Clearance,1
Other ATC Rejects Rqst928,1
Other Temporary Flight Notam Not Available,1
Other NAVIGATION PROFICIENCY,1
Other Mode C Requirement,1
Other Ill Pilot,1
Other Aircraft Radio Problems,1
Other CLRNC DENIED,1
Other S56 Class B Airspace,1
Other Low On Visual Approach,1
Other Directive Handoff Procedure,1
Other Class B Incursion,1
Other Possible Class B Airpspace Incursion,1
Other Communication Procedure,1
Other Similiar Identifiers,1
Other Aerochart,1
Other Facility Coordination / Confusion,1
Other Technique ATC,1
Other Experience Level Familiarity,1
Other Information Dissemination,1
Other Computer Operational Configuration,1
Other Mode C Inop,1
Other NORACTFC,1
Other clrnc expected,1
Other Landing Minimums,1
Other Exit Class B On Apch,1
Other BEHAVIORAL,1
Other Boston Class B Entry,1
Other BOS Class B Entry,1
Other Plt Fell Asleep,1
Other C90 CLASS B ENTRY,1
Other ENTERED ORL CLASS B,1
Other ENTERED RVSM AIRSPACE WITH MELED INOP EQUIPMENT,1
Other Temporary Blindness,1
Other perception /  planning,1
Other WR ARPT APCH/LNDG,1
Other Lost Of Com Freq,1
Other FLEW TO WRONG ARPT.,1
Other WRONG ARPTINDG,1
Other RES. UTIL.,1
Other WRONG NUMBERS,1
Other Radio Freq Not Monitored,1
Other NAVIGATION PROB,1
Other ATC UNABLE TO APPROVE LNDG ON APPROPRIATE RWY,1
Other FAM W / AREA,1
Other ATC PERCEPTION,1
Other Noise Proc Hazard,1
RA,1
Other NO ATC HANDOFF,1
Other FREQ CUARDED,1
Other DISTR.,1
Other Traffic Advisory Not Given,1
Other WRONG APT,1
Other FREQ SELECTION / CHG,1
Other ACFT.HIT,1
Other CTRL ATTITUDE,1
Other PHX Class B Entry,1
Other PENETRATED ZZZ CLASS C,1
